timestamp,image_id,predicted_count,actual_count
2025-01-01 08:00:00,0,21.241600036621094,23.0
2025-01-01 08:01:00,1,165.27511596679688,181.0
2025-01-01 08:02:00,2,133.40965270996094,157.0
2025-01-01 08:03:00,3,33.60997772216797,37.0
2025-01-01 08:04:00,4,62.633052825927734,70.0
2025-01-01 08:05:00,5,54.969871520996094,57.0
2025-01-01 08:06:00,6,41.953487396240234,44.0
2025-01-01 08:07:00,7,202.517333984375,227.0
2025-01-01 08:08:00,8,156.2797393798828,165.0
2025-01-01 08:09:00,9,455.8544921875,476.0
2025-01-01 08:10:00,10,126.58786010742188,139.0
2025-01-01 08:11:00,11,300.29840087890625,316.0
2025-01-01 08:12:00,12,163.82643127441406,164.0
2025-01-01 08:13:00,13,98.1741943359375,110.0
2025-01-01 08:14:00,14,21.1435604095459,20.0
2025-01-01 08:15:00,15,137.0221710205078,131.0
2025-01-01 08:16:00,16,44.61189270019531,48.0
2025-01-01 08:17:00,17,178.44155883789062,183.0
2025-01-01 08:18:00,18,84.81858825683594,101.0
2025-01-01 08:19:00,19,209.92034912109375,204.0
2025-01-01 08:20:00,20,36.35585403442383,40.0
2025-01-01 08:21:00,21,136.8455047607422,143.0
2025-01-01 08:22:00,22,137.53140258789062,146.0
2025-01-01 08:23:00,23,417.68145751953125,513.0
2025-01-01 08:24:00,24,65.3118896484375,70.0
2025-01-01 08:25:00,25,162.2108612060547,175.0
2025-01-01 08:26:00,26,47.61760330200195,51.0
2025-01-01 08:27:00,27,56.41290283203125,55.0
2025-01-01 08:28:00,28,73.5990219116211,67.0
2025-01-01 08:29:00,29,63.25657272338867,72.0
2025-01-01 08:30:00,30,47.27176284790039,56.0
2025-01-01 08:31:00,31,168.86846923828125,165.0
2025-01-01 08:32:00,32,27.01401710510254,32.0
2025-01-01 08:33:00,33,131.3288116455078,149.0
2025-01-01 08:34:00,34,41.36237335205078,48.0
2025-01-01 08:35:00,35,82.4108657836914,80.0
2025-01-01 08:36:00,36,108.9134292602539,117.0
2025-01-01 08:37:00,37,166.17947387695312,162.0
2025-01-01 08:38:00,38,133.77249145507812,137.0
2025-01-01 08:39:00,39,95.20822143554688,120.0
2025-01-01 08:40:00,40,62.96023178100586,72.0
2025-01-01 08:41:00,41,110.36428833007812,122.0
2025-01-01 08:42:00,42,182.033935546875,198.0
2025-01-01 08:43:00,43,129.9104461669922,133.0
2025-01-01 08:44:00,44,153.4891357421875,147.0
2025-01-01 08:45:00,45,28.431686401367188,29.0
2025-01-01 08:46:00,46,75.73063659667969,70.0
2025-01-01 08:47:00,47,34.53892517089844,35.0
2025-01-01 08:48:00,48,24.780845642089844,24.0
2025-01-01 08:49:00,49,226.57882690429688,251.0
2025-01-01 08:50:00,50,58.117835998535156,59.0
2025-01-01 08:51:00,51,78.59397888183594,67.0
2025-01-01 08:52:00,52,61.56449508666992,61.0
2025-01-01 08:53:00,53,234.55096435546875,248.0
2025-01-01 08:54:00,54,249.75723266601562,252.0
2025-01-01 08:55:00,55,123.46727752685547,147.0
2025-01-01 08:56:00,56,51.133575439453125,57.0
2025-01-01 08:57:00,57,118.21829223632812,121.0
2025-01-01 08:58:00,58,46.99348068237305,47.0
2025-01-01 08:59:00,59,452.8238525390625,505.0
2025-01-01 09:00:00,60,272.66339111328125,297.0
2025-01-01 09:01:00,61,384.79656982421875,465.0
2025-01-01 09:02:00,62,175.7568817138672,167.0
2025-01-01 09:03:00,63,36.76141357421875,43.0
2025-01-01 09:04:00,64,35.64131164550781,46.0
2025-01-01 09:05:00,65,88.93959045410156,91.0
2025-01-01 09:06:00,66,222.06903076171875,263.0
2025-01-01 09:07:00,67,94.87705993652344,92.0
2025-01-01 09:08:00,68,104.4687728881836,117.0
2025-01-01 09:09:00,69,43.799659729003906,48.0
2025-01-01 09:10:00,70,51.51728820800781,54.0
2025-01-01 09:11:00,71,71.88473510742188,73.0
2025-01-01 09:12:00,72,112.01220703125,122.0
2025-01-01 09:13:00,73,57.707096099853516,60.0
2025-01-01 09:14:00,74,175.82594299316406,170.0
2025-01-01 09:15:00,75,155.37429809570312,167.0
2025-01-01 09:16:00,76,50.40439224243164,57.0
2025-01-01 09:17:00,77,121.58740234375,127.0
2025-01-01 09:18:00,78,292.09405517578125,71.0
2025-01-01 09:19:00,79,260.96893310546875,298.0
2025-01-01 09:20:00,80,12.723457336425781,14.0
2025-01-01 09:21:00,81,8.806304931640625,11.0
2025-01-01 09:22:00,82,82.13227844238281,104.0
2025-01-01 09:23:00,83,132.68234252929688,143.0
2025-01-01 09:24:00,84,48.282501220703125,45.0
2025-01-01 09:25:00,85,196.75375366210938,229.0
2025-01-01 09:26:00,86,18.073747634887695,20.0
2025-01-01 09:27:00,87,30.87221908569336,41.0
2025-01-01 09:28:00,88,81.03671264648438,79.0
2025-01-01 09:29:00,89,241.75717163085938,235.0
2025-01-01 09:30:00,90,99.81552124023438,101.0
2025-01-01 09:31:00,91,50.65996170043945,60.0
2025-01-01 09:32:00,92,209.19949340820312,253.0
2025-01-01 09:33:00,93,160.5743865966797,187.0
2025-01-01 09:34:00,94,166.26516723632812,184.0
2025-01-01 09:35:00,95,106.92770385742188,106.0
2025-01-01 09:36:00,96,98.03958129882812,104.0
2025-01-01 09:37:00,97,142.24688720703125,159.0
2025-01-01 09:38:00,98,51.93229675292969,56.0
2025-01-01 09:39:00,99,37.62821960449219,40.0
2025-01-01 09:40:00,100,263.1515197753906,277.0
2025-01-01 09:41:00,101,92.43108367919922,90.0
2025-01-01 09:42:00,102,291.55718994140625,301.0
2025-01-01 09:43:00,103,58.21955108642578,58.0
2025-01-01 09:44:00,104,157.39450073242188,172.0
2025-01-01 09:45:00,105,211.74005126953125,213.0
2025-01-01 09:46:00,106,63.807167053222656,61.0
2025-01-01 09:47:00,107,99.42133331298828,107.0
2025-01-01 09:48:00,108,83.95049285888672,93.0
2025-01-01 09:49:00,109,6.913206100463867,9.0
2025-01-01 09:50:00,110,73.56411743164062,88.0
2025-01-01 09:51:00,111,46.968963623046875,52.0
2025-01-01 09:52:00,112,13.351484298706055,15.0
2025-01-01 09:53:00,113,56.00831604003906,48.0
2025-01-01 09:54:00,114,108.31849670410156,131.0
2025-01-01 09:55:00,115,184.22586059570312,180.0
2025-01-01 09:56:00,116,169.0521240234375,187.0
2025-01-01 09:57:00,117,140.19593811035156,148.0
2025-01-01 09:58:00,118,53.928775787353516,57.0
2025-01-01 09:59:00,119,77.9565658569336,86.0
2025-01-01 10:00:00,120,97.4884033203125,106.0
2025-01-01 10:01:00,121,67.51713562011719,72.0
2025-01-01 10:02:00,122,130.8369598388672,149.0
2025-01-01 10:03:00,123,82.30894470214844,89.0
2025-01-01 10:04:00,124,32.60944366455078,33.0
2025-01-01 10:05:00,125,48.869590759277344,51.0
2025-01-01 10:06:00,126,135.40118408203125,139.0
2025-01-01 10:07:00,127,269.8936767578125,284.0
2025-01-01 10:08:00,128,141.907958984375,138.0
2025-01-01 10:09:00,129,46.10366439819336,52.0
2025-01-01 10:10:00,130,153.97630310058594,161.0
2025-01-01 10:11:00,131,113.0452880859375,109.0
2025-01-01 10:12:00,132,65.75308990478516,73.0
2025-01-01 10:13:00,133,407.1525573730469,450.0
2025-01-01 10:14:00,134,254.5372314453125,300.0
2025-01-01 10:15:00,135,69.71662902832031,70.0
2025-01-01 10:16:00,136,72.17752838134766,74.0
2025-01-01 10:17:00,137,136.0602264404297,154.0
2025-01-01 10:18:00,138,207.02268981933594,144.0
2025-01-01 10:19:00,139,134.96624755859375,142.0
2025-01-01 10:20:00,140,245.60165405273438,265.0
2025-01-01 10:21:00,141,92.34010314941406,94.0
2025-01-01 10:22:00,142,104.95982360839844,96.0
2025-01-01 10:23:00,143,158.07847595214844,159.0
2025-01-01 10:24:00,144,63.29689025878906,64.0
2025-01-01 10:25:00,145,218.89285278320312,240.0
2025-01-01 10:26:00,146,74.22149658203125,93.0
2025-01-01 10:27:00,147,81.63335418701172,79.0
2025-01-01 10:28:00,148,101.5953598022461,133.0
2025-01-01 10:29:00,149,33.05759048461914,29.0
2025-01-01 10:30:00,150,205.57290649414062,212.0
2025-01-01 10:31:00,151,152.9251708984375,180.0
2025-01-01 10:32:00,152,183.43106079101562,196.0
2025-01-01 10:33:00,153,228.72821044921875,323.0
2025-01-01 10:34:00,154,45.62400817871094,51.0
2025-01-01 10:35:00,155,158.65402221679688,166.0
2025-01-01 10:36:00,156,81.81297302246094,79.0
